,Sysnet
287,stanje degeneracija mentalan ili moralan kvalitet 
288,tako strašno da izazivati groza i jeza 
289,biti jako tužan 
290,"( politika ) obezbeđivati usluga , ugovor i pozicija u zamjenu za politički podrška "
291,nemogućnost da se otplata sav dug kada dospeti za naplata 
292,stimulans sa nepoželjan posledica 
293,ispuniti divljenje i ushićenje 
294,koji izazivati potištenost 
295,Osećanje zabrinutost . 
296,izuzetno nelagodan 
297,Čičkovac . 
298,neki nizak rang ili položaj ili kvalitet . 
299,posramiti neki ; povrediti nečiji ponos . 
300,"Pogrešna akcija koji se moći pripisati loš procena , neznanje ili nepažnja . "
301,"koji misliti najgore o ljudski priroda i motiv ; koji imati podrugljiv neverica u , npr . u nesebičnost drugi "
302,onaj koji jesam potreban 
303,preteran ili nekontrolisan strah 
304,imati sposobnost ili moć kreativnost . 
305,koji pokazivati nedostatak briga za posledica . 
306,koji se ne povinovati prihvaćen pravilo i standard . 
307,postati gora . 
308,izazvati šteta na nešto . 
0,pretvoriti kod u uobičajen jezik 
1,novčan jedinica Turska 
2,prestonica i velik grad Severne Irska ; centar protestantizam u severni Irska . 
3,mali azijski jelen ; mužjak imati velik očnjak ; od pas se braniti rog i očnjak . 
4,govedina marinirati ili kiseliti u salamura 
5,vozilo koji se kretati na točak 
6,jako ljutiti crven papričica ; obučno jesam dugačak i tanak ; neki jesam jako mali 
7,oblikovati duvanje . 
8,mali crn ili smeđ pegav alka severni mora 
9,tehnički škola koji sprovoditi nastava u mnogi industrijski veština i primenjen nauka 
10,biti znak ili indikacija šta 
11,slankast tečnost koji ispuštati znojan žlezda 
12,izraziti naglasiti ili autoritativan . 
13,tanak komad meso obmotati oko punjenje i kuvati 
14,prouzrokovati da nešto doći u odrediti stanje . 
15,Učiniti da neki postati državljanin . 
16,danas izumreti tračko-frigijski jezik koji jesam govoriti nekadašnji stanovnik Frigije ; sačuvati jesam na samo nekoliko zapis 
17,bogat i spektakularan ceremonija 
18,"sušen pasulj kuvati , pasirati i onda pržiti u mast sa raznim začin "
19,grana biologija koji proučavati struktura i aktivnost makromolekula koji jesam ključni za život ( i naročito njihov genetski uloga ) 
20,student starogrčki i latinski jezik 
21,"Čin koji se prenositi prava , dopuštenje ili formalan punomoć . "
22,čin neprikladan intimnost 
23,velik ptica iz star svet sa velik glava i jak kljuna koji se hraniti riba . 
24,šppagete sa ćufta u sos od paradajz 
25,deo obrok koji se služiti u jedan trenutak . 
26,rameni deo svinjiti često dimiti 
27,CO 
28,Oosba koji se profesionalno baviti analiza i interpretacija umetnički delo . 
29,jumanski jezik koji govoriti narod Kiliva 
30,organizacija osnovati za specijalan potreba . 
31,staza ili odsečak ( dobijen jedan prelazak kosilice ) 
32,dijakritički znak ( u oblik mali slovo u ) koji se stavljati iznad vokal kako biti označiti kratak zvuk 
33,osoba koji jesam član . 
34,biti nepokretan . 
35,širok opseg 
36,relativno velik otvoren sud koji se puniti voda i koristiti za pranje telo 
37,komad meso ( ili riba ) koji jesam izrezati i peći 
38,"biljka ovaj rod jesam listopadan žbunov visina do @card@ m , sa kor sivobraon boja ; list jesam naspraman , kod većina vrsta prostiti ( javljati se i trostruk ) , dužina do @card@ cm ; cvet se razvijati u rano proleće , pre listanje , krunični listić jesam jarko žut , spojiti samo pri osnova ; plod jesam čaura , sa brojni okriljenim seme . "
39,"u grčki mitologija glasnik bog ; bog trgovina , lukavstvo , pronalazaštvo i lopov ; u rimski mitologija on odgovarati Merkur "
40,rod mediteranski čkalj . 
41,lagan dodir ruka . 
42,koji obuhvatati sav 
43,Američke revolucionaran snaga jesam zauzeti Tvrđavu Tajkonderoga i oterati Britanac maj @card@ 
44,predmet proučavanje 
45,izvršavanje operacija jedan za druga u dat predosledu 
46,tečnost ili gust masa koji se dobijati zagrevanje i mlevenje zrno kakao ; osnova svaki čokolada 
47,"mesto opremljen instrument za testiranje u radnim uslov , npr . motor ili mašina ili računarski program i sl . "
48,rod trava i žbunje iz star svet . 
49,higrometar koji pokazivati varijacija relativan vlažnost atmosfera 
50,"suglasnik koji se izgovarati tako što se u neki trenutak zaustaviti protok vazduh , da biti se potom iznenada osloboditi "
51,magadi jezik koji govoriti Bengalci ; zvaničan jesam jezik Bangladeš i Bengal 
52,dokument ( dozvola ) koji se odobravati izgradnja zgrada određenog tip na određenom zemljište 
53,matematički progresija u koji se svaki član množiti konstantan vrednost da biti se dobiti naredni član 
54,droga koji moći da proizvesti stanje opijenost . 
55,ptica koji jesam još mlad . 
56,smatrati vredan . 
57,"zadnji , posteriorni deo konj . "
58,"rod krupan zeljast biljka i mali žbunje , uglavnom sa vunast lišće . "
59,"poluostrvo na jugoistok Azija na koji jesam deo Mijamara , Kambodža , Laos , Malezija , Tajland i Indokina "
60,"glavni grad Kanada , na jugoistok Ontarija "
61,koji se odnositi na Malave i njegov ljudi 
62,"prevozni sredstvo namenjen kretanje po voditi , kroz vazduh ili svemir . "
63,tri boginja sudbina ; u grčki mitologija ona odgovarati Mojra 
64,pribor za pisanje koji imati vrh sa koji kapati mastilo . 
65,dodati modifikator neki konstituent 
66,okeanijski jezik koji govoriti Maori na Novom Zeland 
67,neki od više biljka iz rod Achillea koji jesam poreklo iy Evropa i koji imati mali beo cvet u svetnim glavica sa zaravnjen vrh . 
68,"spis koji obezbeđivati neki informacija , obično služben priroda . "
69,koji se odnositi na ili jesam karakterističan za Arap 
70,igrati karta za novac . 
71,radno mesto koji služiti kao telekomunikacioni servis gde se linuti telefon moći spajati što omogućavati komunikacija . 
72,Metrička jedinica za težina jednak hiljaditi delo kilogram . 
73,satnovnik Gruzija ili poreklo iz Gruzija 
74,postati zatvoren . 
75,neki severnoamerički drvo ili žbun sa upadljiv beo cvetovimai jestiv plavo-crnim ili ružičast voće . 
76,vrsta kovrdžav endevije sa loptast glavica od crven lišće 
77,( računarstvo ) operacija čitanje ili pisanje uskladišten informacija 
78,mali evropski listopadan žbun sa ljubičast cvet iza koji slediti crven bobica na vrlo otrvonim grana . 
79,pokretan parac tkivo koji jesam delimično povezati s telo . 
80,a flour mixture stiff enough taj knead Or roll 
81,evroazijski korovska biljka . 
82,uzak i tanak drven traka koji se koristiti kao podloga za gips ili izrada rešetka 
83,"instrument koji pokazivati da li jesam dva periodičan pokret sinhron ( posebno , instrument koji omogućĚava pilot da sinhronizovati propeler na avion koji imati dva ili više motor ) "
84,grupa mozanskih jezik koji se govoriti u Vašington 
85,pisati nov reč za ( pesma ) 
86,Gušter iz Afrika i sa Madagaskar koji menjati boja koža prema okolina i izbačen jezik . 
87,ja opcija koji se pojavljivati ispod stavak kada korisnik na ona kliknuti 
88,velik grad u država Njujork i u SAD-u ; nalaziti se na ušće reka Hadson ; velik finansijski i kulturan centar 
89,neki ko prav ugovor i nadgledati gradnja zgrada . 
90,oblik reč nakon što se ukloniti sav afiksi ( lingvistika ) . 
91,mali rod peckav trava . 
92,kockica goveđi meso pržiti u vreo ulja i potom umočiti u neki sos 
93,bandikut 
94,javan tužilac jesti država . 
95,"slovenski jezik Srbin i Hrvat ; zvanično pisma srpski varijanta jesam ćirilica ( mada se koristiti i latinica ) , a hrvatski latinica "
96,"vrsta polimer , koji sadržati ester u glavnom lanac "
97,tvar koji se koristiti da proizvesti vrenje u testo ili tečnost 
98,biti koji jedinjenje kiseonik sa drugi element ili radikal 
99,"stvoriti komad tkanina prepletanje niti tkanina , kao što jesam vuna ili pamuk "
100,"u računarstvo , vreme potrebno da se blok podatak na staza obrnuti oko glava za čitanje i pisanje "
101,pitati koji sadržati rabarbara isečen na kockica i velik količina šećer . 
102,koji se odnositi ili jesam karakterističan za grad . 
103,grana austronezijskih jezik koji se govoriti od Madagaskar do centralni delo Pacifik 
104,"Američki majmun dlakav lice , širok nozdrva , dugačak repa za prihvatanje ; živa na drveće . "
105,produkt ljudski kreativnost ; umetnički delo zajedno . 
106,jedinica koji se koristiti da mera težina 
107,stvoriti mišljenje o nešto ; suditi oprezno ; napraviti procena . 
108,rod bičarskin protocista 
109,"u doslovan značenje , koji imati relativno mali visina ili se malo prostirati uspravno . "
110,bitak tokom Američkog rat za nezavisnots ( @card@ ) ; Britanac pod rukovodstvo Burgojna jesam biti poražen 
111,neki od različit mekan slatkiš učvrstiti obično brašno koji se kuvati ili peći . 
112,"pikantan pirinač sa paradajz , luka i zelen paprika "
113,nizak zeljast biljka iz porodica ruž s okrugao mesnat plod crven boja . 
114,vrednost koordinata na horizontalan osa . 
115,naspraman stranica knjiga ili neki drugi publikacija 
116,specijalan situacija . 
117,ravan površina sa oba strana čela . 
118,voden južnoamerički glodar koji nalikovati mali dabar ; gajiti se zbog krzno . 
119,"u telekomunikacija , dvostruk maksimalan frekvencija koji se javljati u transmitovanom signal "
120,Obični crn evropski drozd . 
121,platiti dug ili obaveza . 
122,neki ples koji par izvoditi u balski dvorana 
123,poseban situacija . 
124,Čin koji se ne postignuti nameravati cilj . 
125,divljati kratkorepa planinski ovca sa Korizke i Sardinija . 
126,pribor za pisanje koji služiti da se nešto označiti 
127,sprečavanje pravni sredstvo 
128,formacija avion u leto . 
129,cipal i barbun 
130,čiji naslednik biti 
131,grupa prav bakterija 
132,"Povrće jajast oblik sa sjajan koža tamnoljubičast boja , ali nekad i beo ili žut . "
133,lazarkinja 
134,pretvoriti u žele 
135,"biti koji prostorni atribut , posebno onako kako jesam definisati skica . "
136,jedan od brojni porodica na koji jesam porodica Polypodiaceae podeliti u neki klasifikacioni shema ; i Pteridaceae se ponekad dalje deliti . 
137,jedan od viđe delovati koji se jedan s drugi slagati u celina . 
138,"Žunasta biljka sa aromatičan sivozelen lišće , koristiti se za kuvanje . "
139,stanje promena 
140,posebno prostorno uređenje 
141,"neki od voćka čiji jesam plod ovalan , sa gladak koža i imati jedan tvrd koščica . "
142,drevan carstvo koji jesam zauzimati prostor oko reka Nil i koji jesam vladati faraon of Israel ; centered on the Nile River and ruled by a Pharaoh ; figured in many events described in the Old testament 
143,divalj magarac iz Azija i severni Afrika . 
144,koji se ticati ili sadržati neki organski amino-grupu 
145,koji se odnositi ili jesam karakterističan za diplomatija 
146,republika u jugozapadni Evropina Iberijskom poluostrvo ; portugalski istraživač i kolonista u @ord@ i @ord@ vek stvoriti jesam velik prekookeanski imperija ( uključjući Brazil ) . 
147,koji se odnositi ili jesam oboleti od hemofilija 
148,drvenast biljka iz rod anemona koji se gajiti zbog lep cveće . 
149,konj uvesti iz Evropa u Amerika gde jesam ponovo postati divalj . 
150,komad zemlja na koji se odlagati otpadni materijal 
151,osoba koji jesam zatvoriti ; posebno ratni zarobljenik 
152,"kriv , na primer kružnica , koji nemati krajnje tačka . "
153,koji se odnositi na Kašmir njegov ljudi i kultura 
154,promeniti veličina ili jačina . 
155,glagol koji zahtevati direktan objekt 
156,Začinjeni preliv koji se služiti kao dodatak uz jela . 
157,novčić od srebro 
158,osećaj koji se dobijati dodir površina ili tkanina 
159,porodica dvosupnica iz red Urticales uključje rod : Ulmus ; Celtis ; planer ; trema . 
160,"oficir u kopnen vojska , avijacija ili mornarica koji imati čin iznad pukovnički "
161,meteorologija ukupan opseg atmosfera - posebno gornji sloj 
162,transuranski element koji nemati u priroda 
163,vrsta književan ili umetnički delo 
164,želatin napraviti od piletina 
165,Ruski pesnik koji jesam izraziti osećanje post-Staljinističke generacija ( born In @card@ ) . 
166,biti svestan neki činjenica ili odrediti informacija ; imati znanje ili informacija o nešto . 
167,neki telesni svojstvo . 
168,morski zmija 
169,Takmičenje sportista . 
170,kratak opis neki vesta 
171,meso morski pastrmka koji migrirati iz slana u sladak voda 
172,koji jesam na kratak rastojanje u prostor ili vreme ili čiji jesam element blizu jedan drugi . 
173,"deo Sredozemnog morati , između zapadni Grčka i južne Italija "
174,tropski drvenast penjačica . 
175,velik rod biljka koji se gajiti zbog cveće : zvončić . 
176,"napisati delo , posebno iz knjiga i časopis . "
177,meso skinuti sa prsi neki ptica koji se koristiti za ishrana . 
178,novčan jedinica Azerbejdžan 
179,dnevni ptica grabljivica koji imati dug zašiljen krilo pogodan za brz letenje . 
180,sposobnost fizički sistema da raditi ; jedinica za energija jesam džul i erg . 
181,napraviti pisan zabeleška . 
182,seckan ukiseljen kupus 
183,Opšte stanje u koji se stvar nalaziti . 
184,sfinkter na pilorusu koji razdvajati želudac od dvanaestopalačni crevo . 
185,desiti se ponovo . 
186,lekar koji se specijalizovati za dijagnostikovanje i lečenje poremećaj rad endokrin sistema . 
187,odnos između jedinica koji se izražavati disjunktnost njihov značenje 
188,u opseg uključiti ; uključiti kao deo nešto širok ; imati svoj sfera ili teritorija 
189,Opšta aktivnost i kretnja . 
190,neki događati koji prekid . 
191,stanovnik Kambodža ili poreklo iz ona 
192,Čin prodiranje ili otvaranje nešto pomoću oštrica . 
193,proučavanje pravilo za formiranje gramatičnih rečenica u jezik 
194,specifikacija princip dizajniranje koji uključivati format podatak i procedura za kreiranje mrežni konfiguracija za obrada podatak 
195,poslovan čovek koji kupovati ili prodavati za drugi u zamena za provizija . 
196,majmun hvatač 
197,specijalista za gerontologija . 
198,tačka kompas na sredina između istok i jugoistok 
199,jednogodišnji žitarica koji se gajiti zbog zrno : raž . 
200,organ za pevanje kod ptica 
201,javan zgrada u koji se igrati različit kockarski igra ( funkcionisati kao biznis ) . 
202,"promeniti pozicija slika ili telo u prostor bez rotacija , u matematika . "
203,turkijski jezik koji govoriti Čuvaši 
204,glavni i velik grad dominikanski republika 
205,"prav gušter , koji uključivati kameleon i gekoni . "
206,"u nov klafikacijama , koegzistirati sa cilijatama : sitan organizam koji se nalaziti u otpadni organski rastvor "
207,"guma napraviti od ojačan guma i napunjenaom pod pritisak , koristiti se za motorni vozilo , bicikl , i sl . vazduh bičcles etc "
208,bronhije i pluća 
209,ritmički kuplet sa forma kompletan sintaksički jedinica 
210,predviđanje i odgovaranje na primedba unapred 
211,učiniti manje jak ili intenzivan ; smekšati 
212,koji se odnositi ili jesam karakterističan za Angola i njen stanovnik 
213,vrsta mali ružan sltakovodne riba ; imati bodalj nalik na rog . 
214,dovesti stvar ili mesto u red . 
215,izdužiti pravougaon kost koji činiti most nos 
216,neki stvoren muzički delo . 
217,koji se odnositi ili uključivati više nacija ili država 
218,medijum koji širiti informacija putem telekomunikacija 
219,Žaba iz rod Bufo . 
220,malo poznat kamarupski jezik 
221,ponavljanje isti značenje različit reč 
222,biti koji od raznih dugorep glodar sličan ali velik od miš 
223,lampa koji raditi na struja . 
224,"Čuvati ili držati u neizmenjen stanje , činiti da ostati ili trajati . "
225,ukloniti testis musške životinja . 
226,sredina n broj koji se izračunavati kao n-ti koren njihov proizvod 
227,"koji jesam u veza sa protestantski hrišćanstvo koji jesam proisteći iz reformacija ; koristiti se za neki protestantski crkva naročito za kalvinistički , da biti se razlikovati od luteranske "
